"key";"form";"instruction";"en";"nl";"af";"sq";"am";"ar";"hy";"as";"az";"eu";"bn";"my";"bs";"bg";"ca";"zh";"da";"de";"et";"fo";"fi";"fr";"gl";"ka";"el";"gu";"he";"hi";"hu";"ga";"is";"id";"it";"ja";"kn";"kk";"km";"ko";"hr";"lo";"lv";"lt";"mk";"ms";"ml";"mr";"mn";"ne";"no";"uk";"or";"ug";"uz";"fa";"pl";"pt";"pa";"ro";"ru";"sr";"si";"sk";"sl";"es";"sw";"ta";"te";"th";"bo";"cs";"tr";"ur";"vi";"cy";"be";"zu";"sv"
"common.cancel";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"Cancel";"Annuleren";"Kanselleer";"Anulo";"ሰርዝ";"إلغاء";"Չեղարկել";"বাতিল";"Ləğv et";"Utzi";"বাতিল";"မလုပ်တော့";"Otkaži";"Отказ";"Cancel·la";"取消";"Annuller";"Abbrechen";"Loobu";"Angra";"Peruuta";"Annuler";"Cancelar";"გაუქმება";"Ακύρωση";"રદ કરો";"ביטול";"रद्द करें";"Mégse";"Cealaigh";"Hætta við";"Batal";"Annulla";"キャンセル";"ರದ್ದು";"Бас тарту";"បោះបង់";"취소";"Odustani";"ຍົກເລີກ";"Atcelt";"Atšaukti";"Откажи";"Batal";"റദ്ദാക്കുക";"रद्द";"Цуцлах";"रद्द";"Avbryt";"Скасувати";"ବାତିଲ୍";"بىكار قىل";"Bekor qilish";"لغو";"Anuluj";"Cancelar";"ਰੱਦ ਕਰੋ";"Anulează";"Отмена";"Otkaži";"අවලංගු";"Zrušiť";"Prekliči";"Cancelar";"Ghairi";"ரத்துசெய்";"రద్దు";"ยกเลิก";"ཕྱིར་འཐེན";"Zrušit";"İptal";"منسوخ";"Hủy";"Canslo";"Скасаваць";"Khansela";"Avbryt"
"common.continue";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"Continue";"Verder";"Gaan voort";"Vazhdo";"ቀጥል";"متابعة";"Շարունակել";"আগলৈ";"Davam et";"Jarraitu";"এগিয়ে";"ဆက်ရန်";"Nastavi";"Напред";"Continua";"继续";"Fortsæt";"Weiter";"Jätka";"Víðari";"Jatka";"Continuer";"Continuar";"გაგრძელება";"Συνέχεια";"આગળ";"המשך";"आगे";"Tovább";"Ar aghaidh";"Áfram";"Lanjut";"Continua";"つづける";"ಮುಂದೆ";"Жалғастыру";"បន្ត";"계속";"Nastavi";"ຕໍ່ໄປ";"Turpināt";"Tęsti";"Продолжи";"Teruskan";"തുടരുക";"पुढे";"Үргэлжлүүлэх";"अगाडि";"Fortsett";"Далі";"ଆଗକୁ";"داۋاملاشتۇر";"Davom et";"ادامه";"Dalej";"Continuar";"ਅੱਗੇ";"Continuă";"Дальше";"Nastavi";"ඉදිරියට";"Ďalej";"Naprej";"Continuar";"Endelea";"தொடர்";"కొనసాగించు";"ต่อไป";"མུ་མཐུད";"Pokračovat";"Devam";"جاری";"Tiếp tục";"Parhau";"Далей";"Qhubeka";"Fortsätt"
"common.done";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"Done";"Klaar";"Klaar";"Gati";"ጨርሷል";"تم";"Պատրաստ է";"হ’ল";"Hazır";"Eginda";"হয়ে গেছে";"ပြီးပြီ";"Gotovo";"Готово";"Fet";"完成";"Færdig";"Fertig";"Valmis";"Liðugt";"Valmis";"Terminé";"Feito";"მზადაა";"Έτοιμο";"થઈ ગયું";"סיום";"हो गया";"Kész";"Déanta";"Búið";"Selesai";"Fatto";"できた";"ಆಯಿತು";"Дайын";"រួចរាល់";"완료";"Gotovo";"ສຳເລັດ";"Gatavs";"Baigta";"Готово";"Selesai";"പൂർത്തിയായി";"झालं";"Боллоо";"सकियो";"Ferdig";"Готово";"ହେଲା";"بولدى";"Tayyor";"تمام";"Gotowe";"Pronto";"ਹੋ ਗਿਆ";"Gata";"Готово";"Gotovo";"හරි";"Hotovo";"Končano";"Listo";"Tayari";"முடிந்தது";"పూర్తి";"เสร็จ";"ཚར";"Hotovo";"Bitti";"ہو گیا";"Xong";"Wedi gorffen";"Гатова";"Kwenziwe";"Klar"
"common.minutesShort %lld %lld";"";"A button label, reused across the app. Aim for 23 characters or fewer. Keep 2× %lld (a number). Several values are substituted, so number them: %1$…, %2$… in whatever order your language reads.";"%1$lld/%2$lld min";"%1$lld/%2$lld min";"%lld/%lld min";"%lld/%lld min";"%lld/%lld ደቂቃ";"%lld/%lld د";"%lld/%lld ր";"%lld/%lld মিনিট";"%lld/%lld dəq";"%lld/%lld min";"%lld/%lld মিনিট";"%lld/%lld မိနစ်";"%lld/%lld min";"%lld/%lld мин";"%lld/%lld min";"%lld/%lld 分钟";"%lld/%lld min";"%lld/%lld Min.";"%lld/%lld min";"%lld/%lld min";"%lld/%lld min";"%lld/%lld min";"%lld/%lld min";"%lld/%lld წთ";"%lld/%lld λεπ.";"%lld/%lld મિનિટ";"%lld/%lld דק׳";"%lld/%lld मिनट";"%lld/%lld perc";"%lld/%lld nóim";"%lld/%lld mín.";"%lld/%lld mnt";"%lld/%lld min";"%lld/%lld分";"%lld/%lld ನಿಮಿ";"%lld/%lld мин";"%lld/%lld នាទី";"%lld/%lld분";"%lld/%lld min";"%lld/%lld ນາທີ";"%lld/%lld min";"%lld/%lld min";"%lld/%lld мин";"%lld/%lld min";"%lld/%lld മിനിറ്റ്";"%lld/%lld मि.";"%lld/%lld мин";"%lld/%lld मिनेट";"%lld/%lld min";"%lld/%lld хв";"%lld/%lld ମିନିଟ୍";"%lld/%lld مىن";"%lld/%lld daq";"%lld/%lld دقیقه";"%lld/%lld min";"%lld/%lld min";"%lld/%lld ਮਿੰਟ";"%lld/%lld min";"%lld/%lld мин";"%lld/%lld min";"%lld/%lld මිනි";"%lld/%lld min";"%lld/%lld min";"%lld/%lld min";"%lld/%lld min";"%lld/%lld நிமி";"%lld/%lld నిమి";"%lld/%lld นาที";"%lld/%lld སྐར་མ";"%lld/%lld min";"%lld/%lld dk";"%lld/%lld منٹ";"%lld/%lld phút";"%lld/%lld mun";"%lld/%lld хв";"%lld/%lld imin";"%lld/%lld min"
"common.ok";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"OK";"Oké";"OK";"OK";"እሺ";"حسنًا";"Լավ";"ঠিক আছে";"OK";"Ados";"ঠিক আছে";"အိုကေ";"U redu";"OK";"D’acord";"OK";"OK";"OK";"OK";"Í lagi";"OK";"OK";"OK";"კარგი";"ΟΚ";"ઓકે";"אוקיי";"ठीक";"OK";"OK";"Í lagi";"OK";"OK";"OK";"ಸರಿ";"OK";"យល់ព្រម";"확인";"U redu";"ຕົກລົງ";"Labi";"Gerai";"ОК";"OK";"ശരി";"ठीक";"OK";"ठीक छ";"OK";"ОК";"ଠିକ୍";"ماقۇل";"OK";"باشه";"OK";"OK";"ਠੀਕ ਹੈ";"OK";"ОК";"U redu";"හරි";"OK";"OK";"OK";"Sawa";"சரி";"సరే";"ตกลง";"འགྲིག";"OK";"Tamam";"ٹھیک ہے";"OK";"Iawn";"ОК";"Kulungile";"OK"
"common.save";"";"A button label, reused across the app. Aim for 14 characters or fewer.";"Save";"Opslaan";"Stoor";"Ruaj";"አስቀምጥ";"حفظ";"Պահել";"সংৰক্ষণ";"Yadda saxla";"Gorde";"সংরক্ষণ";"သိမ်းရန်";"Sačuvaj";"Запази";"Desa";"保存";"Gem";"Speichern";"Salvesta";"Goym";"Tallenna";"Enregistrer";"Gardar";"შენახვა";"Αποθήκευση";"સાચવો";"שמירה";"सहेजें";"Mentés";"Sábháil";"Vista";"Simpan";"Salva";"ほぞん";"ಉಳಿಸು";"Сақтау";"រក្សាទុក";"저장";"Spremi";"ບັນທຶກ";"Saglabāt";"Išsaugoti";"Зачувај";"Simpan";"സേവ്";"जतन";"Хадгалах";"सेभ";"Lagre";"Зберегти";"ସେଭ୍";"ساقلا";"Saqlash";"ذخیره";"Zapisz";"Guardar";"ਸੰਭਾਲੋ";"Salvează";"Сохранить";"Sačuvaj";"සුරකින්න";"Uložiť";"Shrani";"Guardar";"Hifadhi";"சேமி";"సేవ్";"บันทึก";"ཉར";"Uložit";"Kaydet";"محفوظ کریں";"Lưu";"Cadw";"Захаваць";"Londoloza";"Spara"
"game.combo %lld";"";"A small banner that flashes over the game board. Very little room. Aim for 16 characters or fewer. Keep 1× %lld (a number).";"Combo! +%lld";"Combo! +%lld";"Reeks! +%lld";"Kombinim! +%lld";"ኮምቦ! +%lld";"سلسلة! +%lld";"Կոմբո! +%lld";"কম্বো! +%lld";"Kombo! +%lld";"Konboa! +%lld";"কম্বো! +%lld";"ဆက်တိုက်! +%lld";"Kombo! +%lld";"Комбо! +%lld";"Combo! +%lld";"连击！+%lld";"Combo! +%lld";"Combo! +%lld";"Kombo! +%lld";"Combo! +%lld";"Combo! +%lld";"Combo ! +%lld";"Combo! +%lld";"კომბო! +%lld";"Σερί! +%lld";"કોમ્બો! +%lld";"רצף! +%lld";"कॉम्बो! +%lld";"Kombó! +%lld";"Combo! +%lld";"Runa! +%lld";"Combo! +%lld";"Combo! +%lld";"コンボ！ +%lld";"ಕಾಂಬೋ! +%lld";"Комбо! +%lld";"កុំបូ! +%lld";"콤보! +%lld";"Combo! +%lld";"ຄອມໂບ! +%lld";"Kombo! +%lld";"Serija! +%lld";"Комбо! +%lld";"Kombo! +%lld";"കോമ്പോ! +%lld";"कॉम्बो! +%lld";"Комбо! +%lld";"कम्बो! +%lld";"Kombo! +%lld";"Комбо! +%lld";"କମ୍ବୋ! +%lld";"Combo! +%lld";"Kombo! +%lld";"کمبو! +%lld";"Seria! +%lld";"Combo! +%lld";"ਕੌਂਬੋ! +%lld";"Combo! +%lld";"Комбо! +%lld";"Niz! +%lld";"කොම්බෝ! +%lld";"Kombo! +%lld";"Kombinacija! +%lld";"¡Combo! +%lld";"Kombo! +%lld";"காம்போ! +%lld";"కాంబో! +%lld";"คอมโบ! +%lld";"Combo! +%lld";"Kombo! +%lld";"Kombo! +%lld";"کومبو! +%lld";"Combo! +%lld";"Cyfuniad! +%lld";"Комба! +%lld";"I-Combo! +%lld";"Kombo! +%lld"
"game.encouragement.0";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Good try";"Goed geprobeerd";"Mooi probeer";"Përpjekje e mirë";"ጥሩ ሙከራ";"محاولة جيدة";"Լավ փորձ էր";"ভাল চেষ্টা";"Yaxşı cəhd";"Saiakera ona";"ভালো চেষ্টা";"ကြိုးစားတာ ကောင်းတယ်";"Dobar pokušaj";"Добър опит";"Bon intent";"不错的尝试";"Godt forsøgt";"Guter Versuch";"Tubli katse";"Gott roynt";"Hyvä yritys";"Bien essayé";"Bo intento";"კარგი ცდაა";"Καλή προσπάθεια";"સારો પ્રયાસ";"ניסיון יפה";"अच्छी कोशिश";"Szép próbálkozás";"Iarracht mhaith";"Góð tilraun";"Usaha bagus";"Bel tentativo";"よくがんばったね";"ಒಳ್ಳೆಯ ಪ್ರಯತ್ನ";"Жақсы талпыныс";"ព្យាយាមបានល្អ";"잘했어요";"Dobar pokušaj";"ລອງໄດ້ດີ";"Labs mēģinājums";"Geras bandymas";"Добар обид";"Cubaan bagus";"നല്ല ശ്രമം";"छान प्रयत्न";"Сайн оролдлоо";"राम्रो प्रयास";"Godt forsøk";"Гарна спроба";"ଭଲ ଚେଷ୍ଟା";"ياخشى سىناق";"Yaxshi urinish";"تلاش خوبی بود";"Dobra próba";"Boa tentativa";"ਵਧੀਆ ਕੋਸ਼ਿਸ਼";"Bună încercare";"Хорошая попытка";"Dobar pokušaj";"හොඳ උත්සාහයක්";"Dobrý pokus";"Dober poskus";"Buen intento";"Umejaribu vizuri";"நல்ல முயற்சி";"మంచి ప్రయత్నం";"พยายามได้ดี";"ཚོད་ལྟ་ཡག་པོ།";"Dobrý pokus";"Güzel deneme";"اچھی کوشش";"Cố gắng tốt";"Cais da";"Добрая спроба";"Uzamile kahle";"Bra försök"
"game.encouragement.1";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"It's a start";"Het begin is er";"Dis ’n begin";"Është një fillim";"ጥሩ ጅምር";"بداية موفقة";"Սա սկիզբն է";"আৰম্ভণি হৈছে";"Başlanğıcdır";"Hasiera bat da";"শুরু তো হলো";"စတင်နိုင်ပြီ";"To je početak";"Добро начало";"És un començament";"这是个好开始";"Det er en start";"Ein guter Anfang";"Algus on tehtud";"Ein góð byrjan";"Hyvä alku";"C’est un début";"É un comezo";"დასაწყისი კარგია";"Μια καλή αρχή";"શરૂઆત તો થઈ";"זו התחלה";"अच्छी शुरुआत";"Ez már valami";"Sin tús maith";"Þetta er byrjun";"Awal yang bagus";"È un buon inizio";"いいスタート";"ಇದು ಒಳ್ಳೆಯ ಆರಂಭ";"Басы жаман емес";"ជាការចាប់ផ្តើម";"좋은 시작이에요";"To je početak";"ເລີ່ມໄດ້ດີ";"Labs sākums";"Tai jau pradžia";"Добар почеток";"Baru bermula";"നല്ല തുടക്കം";"चांगली सुरुवात";"Сайхан эхлэл";"सुरु त भयो";"En god start";"Це вже початок";"ଭଲ ଆରମ୍ଭ";"باشلىنىشى ياخشى";"Boshlanishi yaxshi";"شروع خوبی است";"Dobry początek";"É um começo";"ਸ਼ੁਰੂਆਤ ਹੋ ਗਈ";"E un început";"Начало положено";"Dobar početak";"හොඳ ආරම්භයක්";"To je začiatok";"Dober začetek";"Es un comienzo";"Mwanzo mzuri";"நல்ல தொடக்கம்";"మంచి మొదలు";"เริ่มต้นได้ดี";"འགོ་ཚུགས་སོང་།";"Dobrý začátek";"İyi bir başlangıç";"اچھی شروعات";"Khởi đầu tốt";"Mae'n ddechrau";"Добры пачатак";"Yisiqalo";"En bra början"
"game.encouragement.2";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Keep practicing";"Blijf oefenen";"Hou aan oefen";"Vazhdo të ushtrohesh";"ልምምድህን ቀጥል";"واصل التمرّن";"Շարունակի՛ր փորձել";"অভ্যাস কৰি থাকা";"Məşqə davam et";"Jarraitu praktikatzen";"অনুশীলন চালিয়ে যাও";"ဆက်လေ့ကျင့်ပါ";"Nastavi vježbati";"Продължавай да упражняваш";"Continua practicant";"继续练习";"Bliv ved med at øve";"Üb weiter";"Harjuta edasi";"Halt fram at venja";"Jatka harjoittelua";"Continue à t’entraîner";"Segue practicando";"განაგრძე ვარჯიში";"Συνέχισε την εξάσκηση";"અભ્યાસ ચાલુ રાખો";"המשיכו להתאמן";"अभ्यास करते रहो";"Gyakorolj tovább";"Lean ort ag cleachtadh";"Haltu áfram að æfa";"Terus berlatih";"Continua ad allenarti";"れんしゅうをつづけよう";"ಅಭ್ಯಾಸ ಮುಂದುವರಿಸು";"Жаттыға бер";"បន្តហាត់ទៀត";"계속 연습해요";"Nastavi vježbati";"ຝຶກຕໍ່ໄປ";"Turpini trenēties";"Mokykis toliau";"Продолжи да вежбаш";"Terus berlatih";"പരിശീലിച്ചുകൊണ്ടിരിക്കുക";"सराव करत राहा";"Дахин давтаарай";"अभ्यास गरिराख";"Fortsett å øve";"Тренуйся далі";"ଅଭ୍ୟାସ ଜାରି ରଖ";"داۋاملىق مەشىق قىل";"Mashq qilishda davom et";"به تمرین ادامه بده";"Ćwicz dalej";"Continua a praticar";"ਅਭਿਆਸ ਕਰਦੇ ਰਹੋ";"Continuă să exersezi";"Продолжай тренироваться";"Nastavi da vežbaš";"දිගටම පුහුණු වන්න";"Trénuj ďalej";"Vadi še naprej";"Sigue practicando";"Endelea kufanya mazoezi";"தொடர்ந்து பயிற்சி செய்";"సాధన చేస్తూ ఉండు";"ฝึกต่อไปนะ";"མུ་མཐུད་སྦྱོངས།";"Trénuj dál";"Çalışmaya devam";"مشق جاری رکھیں";"Tiếp tục luyện tập";"Dalia ati i ymarfer";"Працягвай вучыцца";"Qhubeka uzijwayeza";"Fortsätt öva"
"game.encouragement.3";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Not bad at all";"Lang niet slecht";"Glad nie sleg nie";"Aspak keq";"መጥፎ አይደለም";"ليس سيئًا";"Բոլորովին վատ չէ";"একেবাৰে বেয়া নহয়";"Heç də pis deyil";"Ez dago batere gaizki";"মন্দ নয়";"မဆိုးပါဘူး";"Nije uopće loše";"Изобщо не е зле";"Gens malament";"很不错哦";"Slet ikke dårligt";"Gar nicht schlecht";"Pole üldse paha";"Ikki so galið";"Ei hassumpaa";"Pas mal du tout";"Non está nada mal";"სულაც არაა ცუდი";"Καθόλου άσχημα";"બિલકુલ ખરાબ નથી";"לא רע בכלל";"बिल्कुल बुरा नहीं";"Egyáltalán nem rossz";"Ní dona ar chor ar bith";"Alls ekki slæmt";"Lumayan juga";"Niente male";"なかなかいいね";"ತುಂಬಾ ಕೆಟ್ಟಿಲ್ಲ";"Жаман емес";"មិនអន់ទេ";"꽤 잘했어요";"Uopće nije loše";"ບໍ່ຮ້າຍເລີຍ";"Nemaz nav slikti";"Visai neblogai";"Воопшто не е лошо";"Boleh tahan";"ഒട്ടും മോശമല്ല";"अगदीच वाईट नाही";"Муугүй шүү";"नराम्रो छैन";"Ikke verst";"Зовсім непогано";"ମୋଟେ ଖରାପ ନୁହେଁ";"يامان ئەمەس";"Yomon emas";"اصلاً بد نبود";"Całkiem nieźle";"Nada mal";"ਬਿਲਕੁਲ ਮਾੜਾ ਨਹੀਂ";"Nu e rău deloc";"Совсем неплохо";"Uopšte nije loše";"නරකම නැහැ";"Vôbec nie zlé";"Sploh ni slabo";"Nada mal";"Si vibaya hata kidogo";"மோசமில்லை";"అంత చెడ్డది కాదు";"ไม่เลวเลย";"དེ་ཙམ་ངན་པ་མ་རེད།";"Vůbec ne špatné";"Hiç fena değil";"بالکل برا نہیں";"Không tệ chút nào";"Ddim yn ddrwg o gwbl";"Зусім нядрэнна";"Akukubi neze";"Inte alls illa"
"game.encouragement.4";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Doing well";"Goed bezig";"Jy doen goed";"Po ecën mirë";"ጥሩ እየሠራህ ነው";"أداء جيد";"Լավ ես անում";"ভাল কৰি আছা";"Əla gedirsən";"Oso ondo";"ভালো করছ";"ကောင်းကောင်းလုပ်နေတယ်";"Dobro ti ide";"Справяш се добре";"Ho fas bé";"做得不错";"Godt på vej";"Gut gemacht";"Sul läheb hästi";"Tað gongur væl";"Hyvin menee";"Tu te débrouilles bien";"Vas moi ben";"კარგად მიდიხარ";"Τα πας καλά";"ખૂબ સારું";"כל הכבוד";"बहुत अच्छा";"Jól haladsz";"Ag éirí go maith leat";"Vel gert";"Bagus sekali";"Stai andando bene";"いいかんじ";"ಚೆನ್ನಾಗಿ ಮಾಡುತ್ತಿದ್ದೀಯ";"Жақсы орындаудасың";"ធ្វើបានល្អ";"잘하고 있어요";"Dobro ti ide";"ເຮັດໄດ້ດີ";"Tev labi sanāk";"Puikiai sekasi";"Одлично ти оди";"Bagus";"നന്നായി ചെയ്യുന്നു";"छान चाललंय";"Сайн байна";"राम्रो गर्दैछौ";"Bra jobbet";"Добре виходить";"ଭଲ କରୁଛ";"ياخشى كېتىۋاتىسەن";"Yaxshi ketyapti";"آفرین، خوب پیش می‌روی";"Dobrze ci idzie";"Muito bem";"ਵਧੀਆ ਕਰ ਰਹੇ ਹੋ";"Te descurci bine";"Отлично идёт";"Dobro ti ide";"හොඳට කරනවා";"Darí sa ti";"Dobro ti gre";"Vas muy bien";"Unafanya vizuri";"நன்றாக செய்கிறாய்";"బాగా చేస్తున్నావు";"ทำได้ดี";"ཡག་པོ་འགྲོ་གི་འདུག";"Jde ti to";"İyi gidiyorsun";"بہت خوب";"Làm tốt lắm";"Da iawn";"Добра ідзе";"Wenza kahle";"Bra jobbat"
"game.encouragement.5";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Nice performance";"Mooie prestatie";"Mooi gedoen";"Rezultat i bukur";"ጥሩ ውጤት";"أداء رائع";"Հիանալի արդյունք";"সুন্দৰ খেলিলা";"Gözəl nəticə";"Emaitza polita";"দারুণ ফল";"ကောင်းမွန်တဲ့ စွမ်းဆောင်မှု";"Lijep rezultat";"Чудесен резултат";"Bona actuació";"表现真棒";"Flot klaret";"Schöne Leistung";"Hea tulemus";"Flott avrik";"Hieno suoritus";"Belle performance";"Boa actuación";"კარგი შედეგია";"Ωραία επίδοση";"સરસ પ્રદર્શન";"ביצוע יפה";"शानदार प्रदर्शन";"Szép teljesítmény";"Sár-obair";"Flott frammistaða";"Permainan bagus";"Bella prova";"いいできだね";"ಚೆನ್ನಾದ ಸಾಧನೆ";"Керемет нәтиже";"លទ្ធផលល្អ";"멋진 실력이에요";"Lijep rezultat";"ຜົນງານດີ";"Lielisks sniegums";"Puikus rezultatas";"Убав резултат";"Prestasi bagus";"മികച്ച പ്രകടനം";"छान कामगिरी";"Сайхан тоглолоо";"राम्रो प्रदर्शन";"Flott innsats";"Чудовий результат";"ସୁନ୍ଦର ପ୍ରଦର୍ଶନ";"قالتىس نەتىجە";"Zo‘r natija";"عملکرد خوبی بود";"Świetny wynik";"Belo resultado";"ਵਧੀਆ ਪ੍ਰਦਰਸ਼ਨ";"Rezultat frumos";"Хороший результат";"Lep rezultat";"ලස්සන දක්ෂතාවක්";"Pekný výkon";"Lep dosežek";"Buena actuación";"Umefanya vizuri";"அருமையான ஆட்டம்";"చక్కని ప్రదర్శన";"ผลงานเยี่ยม";"ཡག་པོ་བྱས་སོང་།";"Pěkný výkon";"Güzel başarı";"اچھی کارکردگی";"Thành tích đẹp";"Perfformiad gwych";"Выдатны вынік";"Umsebenzi omuhle";"Snyggt jobbat"
"game.encouragement.6";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Well done";"Knap gedaan";"Goed gedoen";"Të lumtë";"ጎበዝ";"أحسنت";"Ապրե՛ս";"বঢ়িয়া";"Afərin";"Ongi egina";"শাবাশ";"တော်တယ်";"Bravo";"Браво";"Molt bé";"做得好";"Godt klaret";"Klasse gemacht";"Hästi tehtud";"Væl gjørt";"Hienosti tehty";"Bravo";"Moi ben";"ყოჩაღ";"Μπράβο";"શાબાશ";"עבודה מצוינת";"शाबाश";"Ügyes voltál";"Maith thú";"Vel gert";"Hebat";"Ben fatto";"よくできました";"ಚೆನ್ನಾಗಿ ಮಾಡಿದೆ";"Жарайсың";"ធ្វើបានល្អណាស់";"참 잘했어요";"Bravo";"ເກັ່ງຫຼາຍ";"Labi padarīts";"Šaunuolis";"Браво";"Syabas";"വളരെ നന്നായി";"शाब्बास";"Мундаг";"स्याबास";"Godt gjort";"Молодець";"ବହୁତ ଭଲ";"يارايسەن";"Barakalla";"آفرین";"Brawo";"Muito bem";"ਸ਼ਾਬਾਸ਼";"Bravo";"Молодец";"Bravo";"හොඳට කළා";"Výborne";"Odlično";"¡Bien hecho!";"Hongera";"சிறப்பாக செய்தாய்";"బాగా చేశావు";"เก่งมาก";"ཧ་ཅང་ལེགས།";"Výborně";"Aferin";"شاباش";"Giỏi lắm";"Da iawn ti";"Малайчына";"Wenze kahle";"Toppen!"
"game.encouragement.7";"";"One line under the result title, wrapping over at most two lines. These ten messages climb from a weak score to a strong one — keep that progression. Aim for 30 characters or fewer.";"Very well played";"Heel goed gespeeld";"Baie goed gespeel";"Shumë mirë";"በጣም ጥሩ";"لعب رائع جدًا";"Շատ լավ խաղացիր";"খুব ভাল খেলিলা";"Çox yaxşı oynadın";"Bikain jokatu duzu";"খুব ভালো খেলেছ";"အရမ်းကောင်းတယ်";"Odlično odigrano";"Много добра игра";"Molt ben jugat";"玩得真棒";"Virkelig flot spillet";"Sehr gut gespielt";"Väga hästi mängitud";"Sera væl spælt";"Todella hyvin";"Très bien joué";"Xogaches moi ben";"ძალიან კარგად ითამაშე";"Έπαιξες πολύ καλά";"ખૂબ સરસ રમ્યા";"משחק מעולה";"बहुत बढ़िया खेले";"Nagyon ügyes voltál";"Ar fheabhas ar fad";"Mjög vel gert";"Permainanmu hebat";"Hai giocato benissimo";"とってもよくできたね";"ತುಂಬಾ ಚೆನ್ನಾಗಿ ಆಡಿದೆ";"Өте жақсы ойнадың";"លេងបានល្អណាស់";"정말 잘했어요";"Odlično odigrano";"ຫຼິ້ນໄດ້ດີຫຼາຍ";"Ļoti labi nospēlēts";"Labai gerai sužaista";"Одлично одиграно";"Sangat bagus";"അതിമനോഹരമായി കളിച്ചു";"खूप छान खेळलास";"Маш сайн тоглолоо";"एकदम राम्रो खेल्यौ";"Kjempebra spilt";"Дуже добре зіграно";"ଖୁବ୍ ଭଲ ଖେଳିଲ";"بەك ياخشى ئوينىدىڭ";"Juda yaxshi o‘ynading";"خیلی خوب بازی کردی";"Świetnie ci poszło";"Jogaste muito bem";"ਬਹੁਤ ਵਧੀਆ ਖੇਡੇ";"Foarte bine";"Сыграно отлично";"Odlično odigrano";"ඉතා හොඳට කළා";"Veľmi dobre";"Zelo dobro odigrano";"¡Jugaste genial!";"Umecheza vizuri sana";"மிகச் சிறப்பாக ஆடினாய்";"చాలా బాగా ఆడావు";"เล่นได้เยี่ยม";"ཧ་ཅང་ཡག་པོ་རྩེད་སོང་།";"Moc pěkně";"Çok iyi oynadın";"بہت خوب کھیلے";"Chơi rất giỏi";"Chwarae gwych";"Выдатна згуляна";"Udlale kahle kakhulu";"Riktigt bra spelat"
